    4.514	   -1.116	   -4.222	    5.448	   -5.132	    4.407	    1.368	   -7.153	    2.571	   -4.134
    4.889	    0.019	   -4.446	    5.140	   -5.282	    4.767	    1.129	   -6.760	    1.268	   -6.545
    3.901	   -0.366	   -5.491	    4.659	   -5.147	    4.273	    1.194	   -8.148	    1.563	   -7.509
    3.914	   -0.785	   -5.922	    5.771	   -4.859	    4.252	    0.148	   -7.575	    1.641	   -7.465
    3.086	   -1.738	   -6.321	    5.997	   -5.796	    3.654	   -0.409	   -8.041	    1.568	   -7.304
    2.473	   -2.952	   -6.573	    5.676	   -6.479	    3.537	   -0.411	   -7.586	    2.290	   -7.930
    1.760	   -2.597	   -6.209	    5.308	   -7.067	    3.371	   -0.851	   -7.780	    3.222	   -6.253
    1.314	   -2.643	   -6.073	    5.635	   -6.839	    2.604	   -0.091	   -8.958	    4.278	   -5.460
    1.204	   -2.911	   -8.236	    5.747	   -6.940	    1.717	    1.665	   -7.975	    5.514	   -4.366
    0.384	   -3.007	   -7.564	    6.543	   -6.652	    0.095	    2.031	   -7.912	    5.031	   -4.667
    0.986	   -3.971	   -6.215	    8.414	   -6.986	    1.553	    1.702	   -6.489	    5.753	   -4.973
    3.077	   -5.322	   -5.104	    7.602	   -6.215	    0.724	    2.372	   -7.358	    5.771	   -5.582
    2.982	   -6.168	   -5.693	    7.440	   -8.714	    1.030	    3.081	   -7.707	    5.849	   -3.854
    3.974	   -6.464	   -6.376	    6.520	   -9.265	    1.435	    2.383	   -6.979	    5.353	   -3.906
    6.007	   -5.098	   -5.926	    6.670	   -9.040	    2.748	    3.793	   -5.895	    6.138	   -2.763
    6.583	   -5.733	   -8.733	    7.750	   -9.351	    3.274	    3.767	   -6.320	    6.411	   -3.576
    6.501	   -6.132	   -7.878	    8.819	   -9.850	    3.616	    2.737	   -4.882	    5.761	   -2.545
    5.381	   -6.977	   -8.119	   10.606	   -9.135	    3.970	    2.668	   -5.732	    7.034	   -3.763
    6.405	   -8.345	   -8.191	    9.545	   -9.812	    3.519	    3.672	   -6.430	    7.983	   -1.228
    7.003	   -7.151	   -9.226	    7.779	  -11.971	    3.068	    4.466	   -7.199	    9.199	   -2.855
    6.199	   -7.213	   -8.602	    8.267	  -13.390	    3.808	    4.608	   -5.504	   10.396	   -3.005
    5.693	   -8.085	   -7.778	    5.744	  -11.993	    3.783	    5.212	   -4.887	   11.150	   -1.979
    5.198	   -8.729	   -7.430	    6.291	  -11.540	    4.787	    3.836	   -4.631	   10.744	   -1.971
    5.088	   -9.443	   -7.365	    6.697	  -12.104	    3.374	    5.028	   -4.699	   10.178	   -2.421
    4.445	   -9.365	   -6.736	    5.795	  -12.997	    2.819	    6.576	   -2.677	   11.883	   -2.857
    5.430	  -11.693	   -5.695	    5.388	  -13.584	    3.252	    7.313	   -3.129	    9.831	   -2.549
    6.378	  -10.426	   -4.279	    5.947	  -13.025	    3.330	    9.518	   -3.011	    9.793	   -1.108
    5.894	   -9.885	   -4.847	    6.317	  -13.333	    3.757	    9.973	   -3.197	   10.614	    0.609
    6.703	   -8.223	   -6.362	    8.012	  -12.417	    3.192	    7.710	   -3.403	   10.360	    0.736
    6.904	   -8.830	   -5.429	    8.420	  -13.481	    2.056	    7.234	   -2.858	   10.880	   -0.314
    7.672	   -7.390	   -3.960	    9.490	  -12.501	    1.990	    8.482	   -3.186	   10.723	   -0.393
    8.724	   -7.493	   -5.742	    9.948	  -13.682	    2.142	    7.389	   -3.577	   10.294	    0.803
    8.578	   -7.666	   -6.386	    9.924	  -14.318	   -0.392	    8.254	   -3.453	   10.706	    2.570
    9.200	   -7.747	   -7.409	    9.895	  -14.818	   -0.446	    7.970	   -3.524	   10.373	    4.409
    9.388	   -6.506	   -7.341	   10.197	  -15.074	   -0.462	    6.928	   -3.471	   10.218	    2.770
    8.796	   -6.925	   -7.676	    9.691	  -15.550	   -1.587	    8.531	   -3.661	   10.717	    1.857
   10.273	   -7.191	   -8.233	   10.681	  -15.088	   -0.267	    7.882	   -4.326	    9.155	    2.338
   10.960	   -6.394	   -8.157	    8.883	  -13.862	    0.400	    7.614	   -4.223	    9.558	    1.891
   10.875	   -6.413	   -7.754	    9.590	  -12.366	   -0.043	    4.973	   -3.143	    9.628	    2.048
   11.657	   -7.005	   -7.910	    8.408	  -12.788	   -1.117	    4.953	   -2.833	    8.326	    3.555
   12.281	   -6.019	   -8.688	    7.973	  -13.051	    0.073	    4.799	   -1.610	    8.658	    3.781
   12.627	   -7.497	   -7.519	    6.960	  -13.068	   -0.371	    2.834	   -1.826	    9.331	    4.525
   13.724	   -7.324	   -8.683	    6.897	  -11.478	   -0.927	    2.872	   -2.902	    9.923	    4.148
   12.574	   -6.541	   -8.688	    7.552	  -10.832	   -0.509	    3.113	   -2.260	   10.257	    3.177
   12.820	   -6.355	   -8.741	    7.511	  -10.175	    0.098	    3.600	   -3.586	   10.069	    2.016
   12.228	   -6.851	   -7.536	    7.390	  -11.253	   -0.828	    3.912	   -4.636	   10.941	    1.834
   11.728	   -5.753	   -6.786	    7.934	  -11.994	   -1.122	    3.490	   -4.798	    9.963	   -0.288
   13.797	   -5.977	   -6.969	    7.161	  -12.654	   -1.944	    1.866	   -4.031	   10.370	    0.552
   10.879	   -5.391	   -5.860	    7.214	  -12.188	   -1.744	    3.299	   -4.477	   11.386	    1.284
   11.216	   -5.815	   -6.285	    7.177	  -13.864	   -3.025	    1.054	   -4.660	   12.477	    0.266
   11.660	   -5.284	   -8.391	    6.716	  -13.724	   -3.417	    0.983	   -4.258	   11.200	    0.975
   11.154	   -7.552	   -7.827	    6.485	  -13.406	   -1.733	   -0.628	   -4.817	   12.211	    1.302
   11.865	   -8.983	   -8.660	    7.648	  -13.145	   -3.079	   -1.252	   -4.138	   12.866	    0.204
   10.258	   -9.718	   -9.003	    7.432	  -12.643	   -3.005	   -0.727	   -4.107	   13.300	   -0.562
   10.197	   -8.692	  -10.457	    7.387	  -12.856	   -3.321	    0.783	   -6.043	   13.754	   -0.026
   11.301	   -7.786	  -10.429	    8.791	  -11.630	   -4.364	   -0.704	   -6.122	   11.983	    1.231
   13.179	   -7.046	   -9.577	    8.259	  -12.074	   -4.038	   -1.890	   -6.245	   12.078	    2.781
   12.311	   -6.127	  -11.019	    7.813	  -10.754	   -1.961	   -1.370	   -4.817	   11.316	    3.868
   13.478	   -5.090	  -11.202	    7.555	  -10.773	   -2.050	   -0.636	   -5.110	   11.282	    5.069
   13.270	   -4.764	  -10.968	    6.779	  -11.538	   -4.011	   -0.531	   -5.385	   10.901	    3.805
   13.928	   -3.209	  -10.535	    6.587	  -11.706	   -3.741	    0.143	   -3.944	   11.289	    2.993
   15.240	   -3.268	   -9.723	    8.021	  -13.609	   -4.435	    1.342	   -4.407	   11.033	    3.489
   15.340	   -3.216	  -10.284	    7.407	  -13.643	   -4.050	    0.778	   -4.311	   12.432	    4.199
   16.044	   -2.554	  -11.820	    8.990	  -13.646	   -4.515	    1.155	   -4.260	   11.159	    4.210
   13.998	   -2.625	  -11.630	    9.381	  -14.679	   -4.184	    1.452	   -4.699	   10.723	    3.739
   14.972	   -3.335	  -10.186	    8.731	  -14.273	   -5.648	    1.160	   -2.684	   12.084	    3.142
   14.408	   -4.821	  -11.416	   10.603	  -13.151	   -7.430	    2.138	   -1.810	   13.086	    1.059
   17.216	   -5.135	  -12.579	    9.842	  -11.514	   -7.459	    1.171	   -2.248	   13.423	    0.023
   17.146	   -4.877	  -12.773	    7.903	  -13.052	   -7.621	    0.176	   -1.580	   13.654	    0.387
   16.515	   -3.918	  -13.143	    6.553	  -12.318	   -7.299	   -0.834	   -2.407	   14.263	    0.174
   16.245	   -5.282	  -12.924	    6.283	  -12.012	   -9.153	   -0.930	   -0.007	   14.561	    0.379
   14.903	   -6.413	  -12.957	    6.141	  -12.508	   -9.067	    0.358	   -1.660	   14.831	    3.087
   13.811	   -5.511	  -12.191	    4.002	  -10.618	  -10.363	    0.154	   -3.152	   16.203	    2.352
   13.606	   -6.932	  -11.255	    3.690	  -11.264	  -10.600	    0.382	   -1.198	   15.380	    2.144
   13.922	   -7.691	  -10.985	    4.132	  -12.227	  -10.969	   -0.073	   -0.401	   15.696	    1.429
   14.674	   -7.107	  -11.027	    4.346	  -13.405	  -12.754	   -0.582	    0.777	   15.877	    2.597
   15.326	   -8.172	  -11.114	    3.992	  -13.956	  -12.651	    1.092	   -0.863	   15.263	    3.018
   14.027	   -8.985	  -13.616	    3.338	  -14.295	  -12.107	    1.314	   -0.719	   18.137	    1.894
   13.741	  -10.578	  -13.575	    3.174	  -15.252	  -11.943	    0.625	   -0.756	   18.958	    3.742
   11.979	   -9.642	  -15.136	    4.279	  -15.778	  -13.389	   -1.033	   -0.542	   20.656	    3.188
   11.849	  -10.205	  -15.105	    4.350	  -15.278	  -12.923	    0.215	    0.344	   19.958	    3.629
   11.406	  -10.785	  -17.039	    4.182	  -14.247	  -13.859	   -0.640	    1.219	   21.302	    2.684
   12.130	  -11.789	  -17.946	    3.361	  -13.548	  -14.024	   -0.893	    0.375	   21.142	    0.994
   13.809	  -11.985	  -18.557	    2.250	  -12.971	  -12.240	   -2.379	    0.340	   21.506	    1.121
   12.681	  -12.359	  -21.084	    2.131	  -11.868	  -12.355	   -0.464	   -1.242	   20.508	   -0.560
   11.555	  -11.062	  -20.762	    1.394	  -12.111	  -12.364	   -0.147	   -3.012	   20.185	   -0.194
   12.186	  -11.601	  -23.023	    1.816	  -11.449	  -13.278	    0.268	   -1.433	   18.430	   -0.424
   13.718	  -11.905	  -21.658	    2.674	  -12.891	  -13.666	   -0.381	   -3.595	   18.485	   -0.797
   12.901	  -11.301	  -22.485	    2.289	  -13.720	  -14.424	   -1.650	   -4.031	   19.787	   -0.036
   12.472	  -11.333	  -22.453	    3.436	  -12.963	  -14.698	   -0.882	   -2.552	   19.063	    1.323
   11.574	   -8.332	  -22.761	    2.348	  -12.853	  -14.329	   -0.470	   -2.557	   19.999	    2.219
   10.395	   -9.121	  -20.679	    2.966	  -15.184	  -14.896	   -1.679	   -2.695	   20.667	    2.607
   12.665	   -9.844	  -22.097	    1.085	  -17.635	  -14.197	   -0.827	   -3.926	   20.603	    1.252
   12.361	   -8.536	  -23.784	   -0.938	  -19.434	  -16.189	   -0.283	   -6.329	   21.083	    0.716
   13.154	   -7.755	  -22.077	   -2.445	  -20.650	  -15.459	    1.186	   -7.596	   22.162	    1.657
   12.752	   -7.915	  -22.596	   -1.551	  -19.433	  -15.264	    3.238	   -8.253	   22.795	    1.710
   13.076	   -9.514	  -22.418	   -1.793	  -18.138	  -14.364	    4.012	   -9.627	   22.114	    1.187
   14.680	   -8.780	  -21.965	   -3.033	  -19.417	  -14.097	    3.672	  -10.953	   21.801	    2.751
   14.988	   -7.367	  -21.504	   -1.945	  -20.556	  -14.824	    5.038	  -10.287	   21.562	    3.178
   15.106	   -6.915	  -21.630	   -3.450	  -21.170	  -14.064	    5.030	   -9.617	   20.762	    4.071
   15.242	   -7.261	  -21.761	   -3.677	  -20.698	  -13.832	    6.349	   -9.312	   19.396	    3.136
   15.554	   -6.559	  -20.018	   -3.803	  -20.017	  -14.391	    6.768	   -9.893	   19.642	    3.948
   17.195	   -5.930	  -19.338	   -2.911	  -21.062	  -15.181	    6.730	   -9.908	   19.090	    3.956
   17.088	   -5.895	  -20.890	   -3.403	  -20.592	  -14.615	    6.533	   -9.357	   19.066	    2.911
   17.844	   -6.381	  -20.730	   -2.366	  -21.539	  -15.035	    7.261	   -9.408	   18.431	    2.456
   18.463	   -5.809	  -21.538	   -0.816	  -23.806	  -15.953	    6.857	   -8.875	   19.091	    4.121
   16.925	   -6.695	  -20.150	   -0.926	  -23.056	  -15.880	    4.126	   -7.578	   19.387	    3.758
   16.876	   -6.842	  -20.384	   -2.686	  -22.332	  -16.267	    3.345	   -5.790	   20.645	    5.255
   16.857	   -6.578	  -21.483	   -1.694	  -20.778	  -18.030	    6.821	   -4.146	   20.412	    4.880
   16.446	   -5.191	  -20.753	   -1.240	  -22.113	  -17.164	    8.117	   -4.497	   20.738	    5.615
   14.706	   -6.764	  -20.085	   -1.840	  -21.795	  -16.501	    8.542	   -3.603	   22.103	    5.814
   14.949	   -6.776	  -20.212	   -1.446	  -20.751	  -17.358	    9.483	   -3.806	   21.106	    6.366
   15.853	   -7.628	  -20.271	   -0.486	  -19.530	  -18.397	    9.303	   -3.112	   22.785	    5.722
   15.262	   -7.092	  -19.530	   -1.823	  -17.471	  -19.575	   10.546	   -2.448	   21.986	    4.821
   15.245	   -8.611	  -21.059	   -4.092	  -17.230	  -17.665	   11.020	   -3.787	   21.245	    5.916
   16.897	   -8.776	  -19.206	   -5.063	  -17.968	  -17.965	   11.110	   -3.479	   19.529	    6.101
   17.372	   -8.567	  -19.696	   -5.845	  -18.726	  -16.166	   11.835	   -3.897	   19.980	    5.486
   18.412	   -7.949	  -19.125	   -6.951	  -19.121	  -16.150	   10.678	   -4.636	   19.452	    5.925
   17.317	   -6.001	  -18.140	   -6.034	  -18.132	  -16.711	   10.527	   -3.594	   21.432	    7.156
   16.956	   -5.809	  -19.462	   -4.942	  -17.098	  -17.224	   11.639	   -3.676	   21.142	    7.720
   17.853	   -3.832	  -19.517	   -4.668	  -16.371	  -16.898	   11.248	   -5.004	   21.693	    8.457
   16.202	   -2.699	  -19.182	   -5.122	  -15.383	  -16.062	   12.166	   -5.856	   20.438	    8.221
   15.671	   -0.602	  -19.862	   -6.086	  -14.827	  -14.813	   11.987	   -3.203	   21.254	    8.181
   15.803	   -1.081	  -20.993	   -7.847	  -14.800	  -15.208	   12.525	   -3.559	   20.078	    9.784
   15.464	   -0.661	  -20.610	   -6.014	  -14.639	  -16.727	   12.093	   -2.573	   19.614	   11.462
   15.695	   -1.606	  -20.308	   -4.894	  -14.812	  -16.313	   13.850	   -2.215	   20.059	   10.533
   15.576	   -1.394	  -19.741	   -3.881	  -14.375	  -16.105	   14.296	   -2.416	   19.576	   10.676
   15.405	   -0.192	  -20.665	   -5.197	  -15.127	  -17.422	   14.206	   -2.130	   18.993	    9.966
   15.736	    1.253	  -22.014	   -7.229	  -15.989	  -16.380	   13.027	   -4.038	   18.491	    9.942
   13.931	    2.075	  -23.448	   -8.504	  -16.815	  -14.249	   12.913	   -3.539	   18.006	    9.776
   13.658	    3.344	  -24.114	   -7.969	  -18.354	  -16.479	   13.461	   -3.454	   17.488	    9.384
   13.397	    4.181	  -24.371	   -7.475	  -17.305	  -17.973	   15.099	   -4.725	   16.813	   10.191
   12.904	    3.979	  -22.131	   -8.675	  -17.859	  -17.835	   15.709	   -3.961	   16.491	    8.575
   13.865	    3.354	  -24.471	   -8.166	  -16.575	  -18.288	   16.562	   -4.552	   15.838	    7.707
   13.606	    3.988	  -23.574	   -8.870	  -16.364	  -18.603	   16.069	   -3.214	   15.919	    8.609
   14.060	    4.385	  -23.030	   -8.586	  -16.693	  -16.157	   15.205	   -5.089	   15.144	    8.542
   12.426	    3.436	  -20.729	  -10.041	  -16.626	  -16.319	   17.160	   -3.728	   13.000	    8.467
   13.929	    5.004	  -19.881	  -10.269	  -16.090	  -15.746	   16.702	   -3.437	   13.566	    8.290
   13.815	    4.827	  -19.401	  -11.067	  -17.991	  -16.189	   15.199	   -2.967	   13.104	    8.992
   14.685	    4.857	  -18.911	  -11.496	  -16.287	  -14.832	   16.069	   -4.377	   12.644	    9.047
   13.869	    4.328	  -19.583	  -11.952	  -16.394	  -14.757	   15.128	   -5.145	   13.230	    7.284
   14.295	    4.901	  -19.012	  -13.085	  -17.043	  -13.316	   13.153	   -5.159	   15.790	    7.118
   14.202	    4.430	  -19.535	  -15.051	  -17.763	  -12.586	   13.038	   -5.283	   14.977	    7.456
   14.971	    4.836	  -19.771	  -14.973	  -17.534	  -13.103	   12.502	   -5.010	   15.012	    7.400
   15.053	    4.484	  -18.742	  -15.632	  -17.828	  -13.145	   11.061	   -1.929	   13.732	    9.335
   16.360	    4.678	  -20.291	  -16.245	  -17.246	  -13.027	   11.909	   -1.562	   12.855	    8.778
   15.252	    5.166	  -20.069	  -16.201	  -17.648	  -11.591	   10.440	   -0.676	   13.568	    7.419
   17.053	    4.702	  -20.730	  -13.832	  -16.482	  -10.743	   10.492	   -2.123	   14.487	    7.453
   17.787	    2.672	  -20.770	  -12.299	  -14.967	  -12.706	   10.903	   -2.548	   15.208	    9.069
   19.095	    3.318	  -19.107	  -11.256	  -15.499	  -12.260	   10.601	   -3.237	   14.983	    8.417
   18.879	    4.172	  -19.662	  -10.680	  -14.178	  -13.284	   11.252	   -2.044	   16.003	    9.252
   19.756	    4.839	  -18.116	  -11.611	  -14.904	  -12.153	   10.279	   -1.541	   17.138	    8.710
   19.616	    5.125	  -17.470	  -13.039	  -15.844	  -12.373	   12.248	   -2.932	   18.761	    8.386
   18.854	    4.524	  -17.058	  -11.846	  -17.924	  -12.532	   13.079	   -2.168	   17.892	    7.271
   18.633	    4.542	  -17.546	  -12.151	  -17.329	  -12.456	   12.223	   -2.364	   18.646	    7.467
   18.964	    4.044	  -18.626	  -11.811	  -16.750	  -13.311	   12.765	   -1.968	   18.376	    6.601
   17.077	    4.148	  -19.408	  -12.478	  -15.665	  -14.394	   12.813	   -3.707	   19.299	    5.779
   16.228	    2.846	  -20.908	  -12.290	  -15.603	  -14.265	   15.222	   -3.562	   18.940	    6.434
   16.022	    5.094	  -21.561	  -13.587	  -14.928	  -15.429	   16.008	   -4.036	   19.627	    6.217
   14.661	    2.850	  -21.424	  -13.280	  -15.847	  -14.637	   15.588	   -4.609	   20.542	    6.198
   14.626	    2.528	  -22.487	  -14.391	  -15.287	  -15.454	   15.871	   -5.759	   20.495	    6.464
   14.957	    2.393	  -21.976	  -14.987	  -16.791	  -13.953	   17.020	   -5.306	   19.431	    7.137
   14.107	    3.119	  -19.223	  -15.500	  -16.995	  -13.691	   17.597	   -5.213	   18.949	    6.812
   14.611	    4.777	  -20.346	  -14.957	  -17.249	  -12.984	   17.202	   -4.601	   18.927	    7.038
   14.292	    4.836	  -21.890	  -14.416	  -17.235	  -15.222	   17.863	   -4.707	   19.518	    7.356
   13.721	    3.611	  -22.077	  -15.390	  -17.009	  -15.945	   16.549	   -4.906	   17.951	    7.483
   14.904	    6.113	  -20.799	  -16.219	  -16.983	  -15.855	   17.315	   -2.979	   18.716	    9.165
   13.672	    5.308	  -20.305	  -16.383	  -16.434	  -16.682	   17.138	   -2.342	   18.519	    9.068
   13.383	    5.914	  -20.665	  -15.697	  -16.449	  -14.818	   18.014	   -4.367	   18.732	   10.223
   11.780	    5.000	  -20.623	  -15.741	  -16.766	  -15.012	   19.638	   -4.107	   20.731	   11.162
   10.494	    6.477	  -21.072	  -15.874	  -17.637	  -15.300	   19.455	   -5.650	   22.919	   10.183
   11.128	    8.820	  -22.379	  -15.976	  -18.107	  -16.343	   20.228	   -6.045	   22.756	   12.193
   10.966	   10.093	  -23.195	  -15.642	  -17.413	  -17.842	   21.239	   -7.093	   23.164	   11.603
   10.443	   10.166	  -24.144	  -15.618	  -17.705	  -16.442	   22.098	   -7.209	   23.352	    9.667
    9.283	    9.613	  -23.374	  -13.243	  -16.970	  -17.196	   22.655	   -5.241	   22.631	    9.352
   10.187	    7.888	  -21.880	  -12.955	  -16.197	  -16.023	   22.193	   -7.771	   21.251	    9.719
   10.586	    7.889	  -20.753	  -14.867	  -15.879	  -14.831	   20.602	   -7.391	   21.058	   10.051
   10.408	    7.734	  -20.108	  -15.921	  -17.086	  -13.823	   20.823	   -8.193	   22.863	   10.541
   10.737	    6.735	  -21.351	  -15.554	  -18.767	  -14.009	   21.147	   -6.608	   23.948	   12.035
   11.006	    7.576	  -20.902	  -15.048	  -18.465	  -12.857	   19.237	   -6.221	   22.090	   10.555
    9.980	    7.217	  -21.076	  -15.633	  -15.816	  -13.356	   19.963	   -6.853	   20.774	   10.937
    8.523	    7.114	  -22.296	  -16.476	  -16.168	  -13.391	   21.038	   -6.340	   20.602	   12.952
    7.008	    8.436	  -21.504	  -17.102	  -14.843	  -10.855	   20.990	   -6.029	   19.747	   12.945
    9.260	    8.478	  -21.281	  -17.040	  -16.549	  -11.645	   20.995	   -6.464	   18.302	   14.029
    8.407	    9.589	  -21.562	  -17.200	  -16.896	  -11.485	   19.974	   -5.499	   16.865	   13.615
    9.254	    9.247	  -22.914	  -17.615	  -16.962	  -13.599	   19.822	   -5.700	   17.328	   13.264
    9.016	    9.264	  -22.927	  -17.540	  -18.485	  -13.546	   19.492	   -5.429	   15.215	   12.152
    9.645	    8.733	  -24.086	  -15.389	  -17.556	  -13.922	   17.985	   -6.235	   16.411	   11.922
   10.199	    8.937	  -23.242	  -13.535	  -17.401	  -12.238	   17.635	   -6.747	   15.302	   11.525
    9.537	    8.904	  -23.402	  -13.480	  -18.095	  -12.373	   17.135	   -6.800	   15.036	   12.919
    8.092	    9.985	  -22.813	  -13.642	  -17.013	  -11.466	   19.880	   -7.221	   16.668	   13.930
    8.670	    9.859	  -23.113	  -13.260	  -16.058	  -12.264	   20.828	   -9.138	   17.696	   13.249
    9.267	    9.252	  -22.682	  -13.699	  -17.497	  -11.271	   21.879	   -9.714	   19.114	   14.862
   11.118	    9.016	  -22.259	  -15.776	  -16.776	  -11.426	   22.582	   -8.666	   17.718	   13.998
   11.147	   10.451	  -21.976	  -16.568	  -18.853	  -12.302	   21.480	   -8.793	   17.979	   14.009
   10.380	   12.056	  -25.163	  -16.643	  -20.547	  -13.371	   21.277	   -8.318	   18.799	   13.663
   11.082	   10.835	  -24.281	  -16.916	  -20.266	  -14.496	   21.731	   -8.124	   18.529	   13.119
   11.540	   11.673	  -24.290	  -17.522	  -19.952	  -15.796	   21.310	   -8.107	   17.874	   13.571
   11.412	   11.676	  -23.408	  -17.229	  -20.025	  -14.942	   20.148	   -8.302	   18.024	   14.690
    9.367	   11.943	  -22.104	  -18.986	  -21.426	  -14.113	   18.179	   -6.800	   17.502	   14.045
   10.787	   12.691	  -21.591	  -18.681	  -20.009	  -14.622	   16.229	   -6.619	   17.736	   14.123
    9.493	   12.240	  -19.685	  -18.228	  -18.084	  -14.451	   18.139	   -7.692	   17.528	   13.065
   10.577	   12.864	  -19.375	  -18.628	  -16.816	  -15.097	   17.882	   -5.397	   16.240	   13.850
   14.090	   13.307	  -20.201	  -19.662	  -16.129	  -15.258	   15.332	   -6.368	   16.664	   13.197
   14.269	   14.141	  -20.245	  -18.344	  -18.161	  -15.705	   14.492	   -5.643	   16.565	   13.074
   13.074	   13.124	  -20.359	  -16.512	  -17.896	  -16.507	   14.548	   -3.474	   18.099	   12.520
   11.840	   13.417	  -19.088	  -16.318	  -17.908	  -16.837	   14.336	   -3.513	   18.262	   14.516
    9.416	   13.814	  -17.572	  -14.655	  -17.515	  -15.574	   14.654	   -3.722	   18.009	   13.746
    8.971	   16.191	  -16.504	  -15.037	  -16.116	  -16.352	   13.752	   -3.835	   17.499	   13.900
    9.705	   16.512	  -15.281	  -17.001	  -14.279	  -16.636	   14.725	   -4.920	   16.377	   14.511
   10.501	   15.209	  -15.445	  -17.370	  -15.507	  -17.014	   14.707	   -5.571	   15.694	   15.505
   11.175	   16.140	  -17.119	  -16.963	  -15.249	  -17.593	   13.338	   -4.655	   14.809	   16.181
   11.542	   13.775	  -18.411	  -15.004	  -15.638	  -16.794	   13.210	   -3.420	   15.350	   17.257
